entry,at,order
"""Archimedes9 @ bHd3AbMP6r"" bets 142",2022-07-21T21:08:16.091Z,165843769609100
"""LindaD @ SlQ0PfdcTW"" checks",2022-07-21T21:08:10.583Z,165843769058300
"Flop:  [3♥, Q♣, 6♥]",2022-07-21T21:07:55.554Z,165843767555400
"""LindaD @ SlQ0PfdcTW"" calls 45",2022-07-21T21:07:54.698Z,165843767469800
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:07:51.439Z,165843767143900
"""Mujip#3060 @ WjfpSUdWAD"" folds",2022-07-21T21:07:50.591Z,165843767059100
"""chani215 @ tP1D1zecbq"" calls 45",2022-07-21T21:07:49.618Z,165843766961800
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:07:44.807Z,165843766480700
"""spicychicken @ UbHAEFhDe4"" calls 45",2022-07-21T21:07:30.938Z,165843765093800
"""Archimedes9 @ bHd3AbMP6r"" raises to 45",2022-07-21T21:07:24.752Z,165843764475200
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:07:17.062Z,165843763706200
"""LindaD @ SlQ0PfdcTW"" posts a big blind of 20",2022-07-21T21:07:13.727Z,165843763372711
"""Big Kenny @ kjkGhe-DIG"" posts a small blind of 10",2022-07-21T21:07:13.727Z,165843763372710
"Your hand is 9♣, 3♣",2022-07-21T21:07:13.727Z,165843763372705
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (1000) | #2 ""chani215 @ tP1D1zecbq"" (1000) | #3 ""Mujip#3060 @ WjfpSUdWAD"" (1100) | #4 ""Big Kenny @ kjkGhe-DIG"" (980) | #5 ""LindaD @ SlQ0PfdcTW"" (1000) | #6 ""Mathematician @ SkC_IGMS6x"" (980) | #7 ""Archimedes9 @ bHd3AbMP6r"" (1000) | #8 ""spicychicken @ UbHAEFhDe4"" (940)",2022-07-21T21:07:13.727Z,165843763372701
"-- starting hand #2  (No Limit Texas Hold'em) (dealer: ""Mujip#3060 @ WjfpSUdWAD"") --",2022-07-21T21:07:13.727Z,165843763372700
"-- ending hand #1 --",2022-07-21T21:07:10.775Z,165843763077502
"""Mujip#3060 @ WjfpSUdWAD"" collected 160 from pot",2022-07-21T21:07:10.775Z,165843763077501
"Uncalled bet of 120 returned to ""Mujip#3060 @ WjfpSUdWAD""",2022-07-21T21:07:10.775Z,165843763077500
"""spicychicken @ UbHAEFhDe4"" folds",2022-07-21T21:07:09.958Z,165843762995800
"""Mujip#3060 @ WjfpSUdWAD"" bets 120",2022-07-21T21:07:05.261Z,165843762526100
"River: 10♠, K♦, 3♥, Q♠ [10♥]",2022-07-21T21:06:59.212Z,165843761921200
"""spicychicken @ UbHAEFhDe4"" calls 20",2022-07-21T21:06:58.399Z,165843761839900
"""Mujip#3060 @ WjfpSUdWAD"" bets 20",2022-07-21T21:06:55.936Z,165843761593600
"Turn: 10♠, K♦, 3♥ [Q♠]",2022-07-21T21:06:48.558Z,165843760855800
"""spicychicken @ UbHAEFhDe4"" calls 20",2022-07-21T21:06:47.753Z,165843760775300
"""Mathematician @ SkC_IGMS6x"" folds",2022-07-21T21:06:46.885Z,165843760688500
"""Big Kenny @ kjkGhe-DIG"" folds",2022-07-21T21:06:34.017Z,165843759401700
"""Mujip#3060 @ WjfpSUdWAD"" bets 20",2022-07-21T21:06:31.700Z,165843759170000
"Flop:  [10♠, K♦, 3♥]",2022-07-21T21:06:23.294Z,165843758329400
"""Big Kenny @ kjkGhe-DIG"" checks",2022-07-21T21:06:22.397Z,165843758239700
"""Mujip#3060 @ WjfpSUdWAD"" calls 20",2022-07-21T21:06:18.222Z,165843757822200
"""chani215 @ tP1D1zecbq"" folds",2022-07-21T21:06:17.190Z,165843757719000
"""Jojo Wincherst @ q5q5h0tx8Q"" folds",2022-07-21T21:06:15.419Z,165843757541900
"""spicychicken @ UbHAEFhDe4"" calls 20",2022-07-21T21:06:12.727Z,165843757272700
"""Archimedes9 @ bHd3AbMP6r"" folds",2022-07-21T21:06:11.858Z,165843757185800
"""Mathematician @ SkC_IGMS6x"" calls 20",2022-07-21T21:06:10.837Z,165843757083700
"""LindaD @ SlQ0PfdcTW"" folds",2022-07-21T21:06:00.964Z,165843756096400
"""Big Kenny @ kjkGhe-DIG"" posts a big blind of 20",2022-07-21T21:05:56.772Z,165843755677219
"""Mujip#3060 @ WjfpSUdWAD"" posts a small blind of 10",2022-07-21T21:05:56.772Z,165843755677218
"Your hand is J♥, 5♣",2022-07-21T21:05:56.772Z,165843755677213
"Player stacks: #1 ""Jojo Wincherst @ q5q5h0tx8Q"" (1000) | #2 ""chani215 @ tP1D1zecbq"" (1000) | #3 ""Mujip#3060 @ WjfpSUdWAD"" (1000) | #4 ""Big Kenny @ kjkGhe-DIG"" (1000) | #5 ""LindaD @ SlQ0PfdcTW"" (1000) | #6 ""Mathematician @ SkC_IGMS6x"" (1000) | #7 ""Archimedes9 @ bHd3AbMP6r"" (1000) | #8 ""spicychicken @ UbHAEFhDe4"" (1000)",2022-07-21T21:05:56.772Z,165843755677209
"The player ""spicychicken @ UbHAEFhDe4"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677208
"The player ""Archimedes9 @ bHd3AbMP6r"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677207
"The player ""Mathematician @ SkC_IGMS6x"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677206
"The player ""LindaD @ SlQ0PfdcTW"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677205
"The player ""Big Kenny @ kjkGhe-DIG"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677204
"The player ""Mujip#3060 @ WjfpSUdWAD"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677203
"The player ""chani215 @ tP1D1zecbq"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677202
"The player ""Jojo Wincherst @ q5q5h0tx8Q"" joined the game with a stack of 1000.",2022-07-21T21:05:56.772Z,165843755677201
"-- starting hand #1  (No Limit Texas Hold'em) (dealer: ""chani215 @ tP1D1zecbq"") --",2022-07-21T21:05:56.772Z,165843755677200
